"","ASPC","Preadipocyte","Adipocyte"
"CALML6",0.00140745953553835,0.00290275761973875,0.00275103163686382
"TMEM52",0.00598170302603801,0.00725689404934688,0.0385144429160936
"PRKCZ",0.00686136523574948,0.00483792936623125,0.00206327372764787
"RP11-181G12.2",0.00510204081632653,0.0058055152394775,0.00206327372764787
"C1orf86",1.82916959887401,1.60812772133527,1.27441540577715
"AL590822.2",0.00703729767769177,0.00338655055636188,0.00962861072902338
"AL590822.1",0.0223434201266714,0.0251572327044025,0.0302613480055021
"SKI",0.223258268824775,0.13933236574746,0.15474552957359
"MORN1",0.0128430682617875,0.0111272375423319,0.00894085281980743
"RER1",1.18701618578465,1.02951136913403,1.11072902338376
"PEX10",0.184553131597468,0.147556845670053,0.292984869325997
"PLCH2",0.00140745953553835,0,0
"PANK4",0.0135467980295566,0.0237058538945332,0.0398899587345255
"RP3-395M20.12",0.00211118930330753,0.00145137880986938,0
"TNFRSF14",0.0638634764250526,0.107402031930334,0.0804676753782667
"FAM213B",0.094299788881069,0.0957910014513785,0.166437414030261
"TTC34",0.00510204081632653,0.0174165457184325,0.0199449793672627
"LINC00982",0.002990851513019,0.00241896468311563,0.00206327372764787
"PRDM16",0.00686136523574948,0.00338655055636188,0.00343878954607978
"MEGF6",0.177339901477834,0.0125786163522013,0.0061898211829436
"TPRG1L",0.321956368754407,0.317368166424772,0.317056396148555
"WRAP73",0.0485573539760731,0.0919206579583936,0.12242090784044
"TP73-AS1",0.0816326530612241,0.0865989356555392,0.110729023383769
"SMIM1",0.00562983814215342,0.0203193033381713,0.0268225584594223
"LRRC47",0.18771991555243,0.195452346395742,0.291609353507565
"CEP104",0.163089373680508,0.133043057571359,0.207702888583219
"DFFB",0.0205840957072484,0.0285437832607644,0.0323246217331499
"C1orf174",0.164320900774104,0.148524431543299,0.223521320495186
"LINC01134",0.00334271639690359,0.00822447992259313,0.0110041265474553
"NPHP4",0.0230471498944406,0.0353168843734882,0.0502063273727648
"KCNAB2",0.0344827586206897,0.0343492985002419,0.0350756533700138
"RPL22",15.6680154820551,14.5162070633769,11.751719394773
"RP1-120G22.11",0.00809289232934554,0.00483792936623125,0.00962861072902338
"RNF207",0.0515482054890921,0.0125786163522013,0.0405777166437414
"ICMT",0.416959887403251,0.374939525882927,0.330811554332873
"LINC00337",0.00211118930330753,0.000967585873246251,0.00275103163686382
"GPR153",0.0137227304714989,0.081761006289308,0.15474552957359
"ACOT7",0.197748064743141,0.136429608127721,0.249656121045393
"RP1-202O8.3",0.005981703026038,0.00967585873246251,0.015130674002751
"HES2",0.00105559465165376,0.00145137880986938,0.00275103163686382
"TNFRSF25",0.0423997185080929,0.0174165457184325,0.00962861072902338
"PLEKHG5",0.085855031667839,0.0507982583454281,0.0350756533700138
"NOL9",0.11505981703026,0.118529269472665,0.15474552957359
"ZBTB48",0.0204081632653061,0.0391872278664731,0.0550206327372765
"KLHL21",0.175932441942296,0.199322689888727,0.332874828060521
"PHF13",0.0909570724841656,0.0759554910498305,0.166437414030261
"THAP3",0.070724841660802,0.136429608127721,0.253782668500688
"DNAJC11",0.131597466572835,0.14562167392356,0.242778541953233
"RP11-312B8.1",0.00281491907107671,0.000967585873246251,0.00275103163686382
"CAMTA1",1.28888106966924,1.04402515723272,1.1643741403026
"VAMP3",0.813687543983098,0.731978713110805,0.731774415405768
"PER3",0.0640394088669949,0.0561199806482825,0.124484181568088
"RP3-467L1.4",0.00492610837438424,0.00919206579583938,0.0116918844566713
"PARK7",2.06016889514425,2.26705370101596,1.98762035763408
"ERRFI1",0.2558057705841,0.706337687469777,0.323933975240714
"RP11-431K24.1",0.00193525686136524,0.00628930817610063,0.00894085281980743
"SLC45A1",0.00774102744546095,0.0130624092888244,0.00206327372764787
"RERE",0.365411681914156,0.525882922109345,0.72145804676753
"RP5-1115A15.1",0.00105559465165376,0,0
"ENO1",3.01864883884594,1.77890662796323,3.76616231086651
"ENO1-AS1",0.0114356087262491,0.0179003386550556,0.0460797799174691
"SLC2A5",0.00510204081632653,0.003870343492985,0.0392022008253095
"GPR157",0.0339549612948628,0.0120948234155781,0.0364511691884457
"RP3-510D11.2",0.0763546798029553,0.220125786163521,0.127922971114167
"H6PD",0.179802955665026,0.324625060474119,0.321870701513066
"SPSB1",0.131597466572835,0.0957910014513786,0.114855570839064
"SLC25A33",0.172061928219565,0.206579583938074,0.652682255845937
"TMEM201",0.0350105559465166,0.0328979196903725,0.118294360385144
"PIK3CD",0.040112596762843,0.0304789550072569,0.0385144429160936
"RP11-558F24.4",0.0248064743138635,0.171746492501209,0.0914718019257219
"CLSTN1",0.379838142153424,0.346395742622161,0.198762035763412
"CTNNBIP1",0.383004926108386,0.395742622157721,0.415405777166434
"LZIC",0.155876143560873,0.10691823899371,0.176066024759285
"NMNAT1",0.0578817733990146,0.0890179003386548,0.134800550206327
"RBP7",0.00844475721323013,0.00774068698597001,0.0192572214580468
"UBE4B",0.156579873328643,0.227866473149491,0.237276478679505
"KIF1B",0.257565095003524,0.321722302854381,0.328748280605226
"PGD",0.312456016889521,1.73246250604741,2.21939477303986
"RP4-736L20.3",0.000879662209711471,0,0
"APITD1",0.120337790288528,0.0677310111272374,0.047455295735901
"APITD1-CORT",0.00123152709359606,0.0019351717464925,0.00206327372764787
"CORT",0.00140745953553835,0,0
"DFFA",0.265657987332869,0.237058538945331,0.287482806052269
"PEX14",0.0950035186488382,0.0609579100145137,0.157496561210454
"TARDBP",0.331808585503175,0.362360909530724,0.403713892709763
"RP4-635E18.8",0.0293807178043632,0.0614417029511368,0.0949105914718017
"SRM",3.76917663617177,2.3870343492985,3.68913342503432
"EXOSC10",0.0768824771287821,0.0933720367682629,0.116918844566712
"RP4-635E18.6",0.0144264602392681,0.0183841315916788,0.0460797799174691
"MTOR",0.120337790288528,0.107885824866957,0.222145804676754
"UBIAD1",0.083391977480647,0.0585389453313981,0.162310866574965
"FBXO2",0.00193525686136524,0.00532172230285438,0.00687757909215956
"FBXO44",0.0214637579169599,0.0604741170778906,0.0955983493810176
"FBXO6",0.0114356087262491,0.0691823899371068,0.143741403026134
"MAD2L2",0.448099929627036,0.327527818093858,0.296423658872076
"AGTRAP",0.253342716396909,0.235607160135461,0.182255845942228
"C1orf167",0.00492610837438424,0.00677310111272376,0.000687757909215956
"MTHFR",0.068965517241379,0.108853410740203,0.136863823933975
"CLCN6",0.0455665024630541,0.11611030478955,0.1939477303989
"NPPA-AS1",0.00193525686136524,0.00241896468311563,0.00756533700137551
"NPPB",0.0114356087262491,0.0140299951620706,0
"KIAA2013",0.295038705137234,0.31398161586841,0.348693259972488
"PLOD1",0.835327234342002,0.598451862602818,0.425722145804674
"MFN2",0.196164672765661,0.200290275761973,0.367950481430535
"MIIP",0.101864883884588,0.232220609579099,0.296423658872077
"TNFRSF8",0.00175932441942294,0,0
"TNFRSF1B",0.0276213933849403,0.0212868892114175,0.0116918844566713
"VPS13D",0.112068965517241,0.125786163522012,0.171939477303989
"DHRS3",0.770056298381414,0.113691340106434,0.442228335625857
"RP11-474O21.5",0.00369458128078818,0.00532172230285438,0.0192572214580468
"PRDM2",0.110661505981702,0.217706821480406,0.232462173314994
"KAZN",0.124736101337086,0.0599903241412674,0.0557083906464925
"TMEM51",0.00404644616467277,0,0
"FHAD1",0.00281491907107671,0,0
"EFHD2",0.366467276565809,0.214320270924044,0.242090784044017
"CASP9",0.0181210415200563,0.0217706821480406,0.0233837689133425
"DNAJC16",0.112596762843067,0.133526850507982,0.165749656121045
"AGMAT",0.00545390570021112,0.00628930817610063,0.0116918844566713
"DDI2",0.0849753694581276,0.167392356071601,0.255845942228336
"PLEKHM2",0.260204081632658,0.239961296565069,0.257909215955984
"SLC25A34",0.00263898662913441,0.0019351717464925,0.00550206327372765
"RP11-169K16.4",0.00246305418719212,0,0
"FBLIM1",0.589901477832518,0.277213352685051,0.215955983493811
"RP11-169K16.9",0.0543631245601687,0.115142718916303,0.146492434662998
"SPEN",0.131245601688951,0.108853410740203,0.232462173314994
"ZBTB17",0.0450387051372272,0.0711175616835993,0.1121045392022
"HSPB7",0.403061224489806,0.151910982099661,0.0976616231086655
"FAM131C",0.00950035186488389,0,0
"EPHA2",0.0995777621393378,0.0106434446057088,0.00825309491059147
"RP11-276H7.2",0.00175932441942294,0,0
"ARHGEF19",0.0672061928219561,0.0527334300919206,0.0543328748280606
"C1orf134",0.00123152709359606,0,0
"RSG1",0.0168895144264602,0.00677310111272376,0.00412654745529574
"FBXO42",0.0777621393384936,0.111756168359942,0.18363136176066
"SZRD1",0.741555242786762,0.468311562651192,0.498624484181564
"NECAP2",0.295214637579177,0.271891630382196,0.254470426409904
"RP4-798A10.2",0.00703729767769177,0.0135462022254475,0.0103163686382393
"RP4-798A10.7",0.00351864883884588,0.0149975810353169,0.0103163686382393
"U1",0.000879662209711471,0,0
"NBPF1",0.136347642505278,0.230285437832607,0.167125171939477
"CROCCP2",0.038881069669247,0.0851475568456698,0.0976616231086655
"CROCC",0.0478536242083039,0.0924044508950167,0.0784044016506189
"RP11-108M9.4",0.0531315974665727,0.158684083212385,0.132049518569463
"RP11-108M9.6",0.00140745953553835,0.0058055152394775,0.00894085281980743
"MFAP2",0.647607318789586,0.714078374455747,0.141678129298487
"ATP13A2",0.19229415904293,0.120948234155781,0.174690508940853
"SDHB",0.451266713581999,0.339622641509436,0.467675378266846
"PADI2",0.00105559465165376,0,0
"RP11-380J14.1",0.020935960591133,0,0
"PADI1",0.00545390570021112,0,0
"RCC2",0.269880365939485,0.216739235607159,0.264099037138927
"ARHGEF10L",0.0476776917663616,0.0841799709724236,0.0784044016506189
"ALDH4A1",0.0515482054890921,0.208998548621189,0.316368638239339
"IFFO2",0.0453905700211118,0.0222544750846638,0.0288858321870702
"UBR4",0.305946516537657,0.283018867924529,0.306740027510316
"RP1-43E13.2",0.0219915552427868,0.0406386066763425,0.0343878954607978
"EMC1",0.17628430682618,0.167392356071601,0.273039889958735
"MRTO4",0.200211118930334,0.177552007740686,0.26203576341128
"AKR7A3",0.002990851513019,0.00822447992259313,0.00756533700137551
"AKR7A2",0.312456016889523,0.65892597968071,0.504814305364509
"PQLC2",0.0612244897959182,0.085631349782293,0.156121045392022
"CAPZB",1.54574243490499,1.03386550556364,0.803301237964226
"MINOS1",1.72976776917661,1.52443154329947,2.4325997248968
"NBL1",0.454961294862787,0.24625060474117,0.15818431911967
"TMCO4",0.0571780436312454,0.0599903241412674,0.0990371389270974
"OTUD3",0.0423997185080929,0.0445089501693275,0.0887207702888581
"PLA2G5",0.0223434201266714,0.0058055152394775,0.00206327372764787
"CAMK2N1",0.062280084447572,0.208030962747943,0.140990371389271
"MUL1",0.0946516537649536,0.114175133043057,0.208390646492435
"CDA",0.0413441238564391,0.00967585873246251,0.00756533700137551
"PINK1",0.446340605207615,0.506047411707797,0.339064649243465
"PINK1-AS",0.00774102744546095,0.00919206579583938,0.00756533700137551
"DDOST",0.284130893736811,0.49879051765845,0.33149931224209
"KIF17",0.00475017593244194,0,0
"SH2D5",0.0408163265306123,0,0
"HP1BP3",1.06509500351864,0.763425253991308,0.596973865199444
"EIF4G3",0.214109781843775,0.224963715529752,0.266162310866575
"ECE1",0.362068965517252,0.294146105466861,0.276478679504814
"NBPF3",0.019704433497537,0.0304789550072569,0.030949105914718
"ALPL",0.00123152709359606,0.089501693275278,0.0350756533700138
"RAP1GAP",0.00263898662913441,0.0019351717464925,0.000687757909215956
"USP48",0.151301900070373,0.226415094339622,0.209766162310867
"LDLRAD2",0.00791695988740324,0.0111272375423319,0.015818431911967
"HSPG2",1.63793103448274,2.95839380745041,4.08596973865193
"RP1-224A6.3",0.00158339197748065,0.00725689404934688,0.00894085281980743
"LINC00339",0.0216396903589022,0.0411223996129656,0.0460797799174691
"CDC42",2.27744546094301,1.63763909046928,2.01237964236586
"WNT4",0.00140745953553835,0,0
"ZBTB40",0.0438071780436312,0.0648282535074987,0.130674002751031
"EPHB2",0.0193525686136524,0.027092404450895,0.169188445667125
"KDM1A",0.175228712174527,0.2385099177552,0.308115543328747
"LUZP1",0.436136523574962,0.367682631833579,0.487620357634109
"RP5-1057J7.6",0.017945109078114,0.0391872278664731,0.046767537826685
"HNRNPR",0.453729767769191,0.579100145137892,0.498624484181565
"ZNF436",0.046094299788881,0.164005805515239,0.298486932599724
"C1orf213",0.101513019000703,0.179970972423802,0.198074277854196
"TCEA3",0.113124560168894,0.171746492501209,0.217331499312242
"ASAP3",0.0823363828289932,0.17658442186744,0.130674002751031
"E2F2",0.00404644616467277,0,0
"ID3",3.31931738212533,0.142718916303822,0.264786795048143
"RPL11",49.1326530612247,66.1891630382197,71.2441540577717
"TCEB3",0.272167487684735,0.247218190614416,0.356946354883079
"RP5-886K2.3",0.0314919071076707,0.0599903241412674,0.0859697386519943
"PITHD1",0.268824771287831,0.273826802128689,0.285419532324621
"LYPLA2",0.139162561576355,0.182389937106918,0.303988995873452
"GALE",0.0668543279380715,0.0459603289791969,0.185694635488308
"HMGCL",0.0937719915552422,0.134010643444605,0.16162310866575
"FUCA1",0.0123152709359606,0.0164489598451863,0.0385144429160936
"PNRC2",0.002990851513019,0.00338655055636188,0.0061898211829436
"SRSF10",0.0944757213230114,0.106434446057087,0.148555708390646
"MYOM3",0.000879662209711471,0,0
"STPG1",0.0760028149190707,0.0445089501693275,0.0969738651994495
"NIPAL3",0.420302603800154,0.34010643444606,0.16162310866575
"RCAN3",0.0944757213230114,0.149008224479922,0.113480055020632
"RP4-594I10.3",0.00562983814215342,0.00338655055636188,0.000687757909215956
"SRRM1",1.00316678395494,0.59264634736334,0.751719394773032
"CLIC4",3.2538705137228,1.50846637639091,1.00137551581842
"SYF2",0.509148486981014,0.671504596032911,0.422971114167811
"C1orf63",0.289408866995081,0.351233671988392,0.244841815680881
"RP3-465N24.6",0.00351864883884588,0.00435413642960813,0.00825309491059147
"TMEM50A",1.22255453905699,0.910498306724742,0.38239339752407
"RHCE",0.00334271639690359,0.00870827285921626,0.00481430536451169
"TMEM57",0.0881421534130888,0.152878567972907,0.140990371389271
"LDLRAP1",0.11048557353976,0.143686502177068,0.145804676753782
"RP11-70P17.1",0.00756509500351866,0.0125786163522013,0.0178817056396149
"MAN1C1",0.00686136523574948,0.247218190614416,0.062585969738652
"SEPN1",0.43684025334273,0.644895984518639,0.409903713892707
"RP1-317E23.3",0.00387051372273047,0.0058055152394775,0.00825309491059147
"MTFR1L",0.268472906403947,0.298500241896469,0.322558459422283
"AL020996.1",0.00140745953553835,0.000967585873246251,0.00206327372764787
"AUNIP",0.00879662209711471,0.000967585873246251,0.00412654745529574
"PAQR7",0.143736805066854,0.0822447992259311,0.0570839064649244
"STMN1",0.616115411681915,0.484276729559755,0.268913342503439
"PAFAH2",0.0325475017593245,0.0391872278664731,0.0557083906464925
"EXTL1",0.0158339197748065,0.000483792936623125,0
"PDIK1L",0.014954257565095,0.0319303338171263,0.0550206327372765
"ZNF593",0.676988036593947,0.643928398645393,0.61966987620357
"RP11-96L14.7",0.00175932441942294,0,0
"CNKSR1",0.00158339197748065,0.00290275761973875,0.00412654745529574
"CEP85",0.025686136523575,0.027092404450895,0.0412654745529574
"SH3BGRL3",23.439479239972,8.05999032414121,7.78541953232465
"UBXN11",0.0325475017593245,0.0725689404934687,0.1121045392022
"CD52",0.00158339197748065,0.0135462022254475,0.0398899587345255
"DHDDS",0.198803659394795,0.201257861635219,0.576341127922965
"HMGN2",4.55207600281497,1.27285921625545,1.37895460797797
"RPS6KA1",0.00686136523574948,0.000967585873246251,0
"RP5-968P14.2",0.00140745953553835,0.00145137880986938,0.00206327372764787
"ARID1A",0.334623504574252,0.353168843734885,0.367950481430535
"PIGV",0.0510204081632652,0.0764392839864536,0.0866574965612103
"ZDHHC18",0.085855031667839,0.138848572810837,0.257221458046768
"SFN",0.00158339197748065,0,0
"GPN2",0.0763546798029553,0.121432027092404,0.14786795048143
"GPATCH3",0.031667839549613,0.0686985970004837,0.0880330123796422
"NUDC",0.40939479239973,0.409288824383169,0.418844566712515
"TRNP1",0.233638282899371,0.307208514755686,0.168500687757909
"FAM46B",0.038881069669247,0.104983067247218,0.0653370013755158
"SLC9A1",0.193349753694584,0.138364779874213,0.218707015130674
"WDTC1",0.168543279380719,0.197387518142234,0.199449793672627
"TMEM222",0.179275158339199,0.182389937106918,0.246217331499313
"MAP3K6",0.0796973961998588,0.125786163522012,0.16162310866575
"GPR3",0.00527797325826883,0,0
"WASF2",1.18033075299084,1.09240445089503,1.08321870701512
"AHDC1",0.10432793807178,0.135462022254475,0.111416781292984
"IFI6",0.0717804363124557,0.215771649733913,0.14786795048143
"FAM76A",0.114532019704433,0.190130624092888,0.215955983493811
"STX12",0.399718508092905,0.616352201257871,0.353507565337
"PPP1R8",0.171534130893738,0.218674407353652,0.295735900962861
"THEMIS2",0.0117874736101337,0.042573778422835,0.295048143053645
"RPA2",0.108726249120337,0.131107885824867,0.192572214580468
"XKR8",0.0656228008444755,0.0493468795355587,0.0777166437414029
"EYA3",0.134940182969739,0.120948234155781,0.140990371389271
"DNAJC8",0.534306826178759,0.519593613933245,0.409903713892708
"AL353354.2",0.00844475721323013,0.0058055152394775,0.0137551581843191
"ATPIF1",1.51671358198451,1.22206095791002,0.729711141678121
"RP5-1092A3.4",0.00263898662913441,0.0217706821480406,0.0378266850068776
"SESN2",0.324947220267425,0.212868892114174,0.182943603851444
"MED18",0.0121393384940183,0.00774068698597001,0.00825309491059147
"PHACTR4",0.150246305418719,0.167876149008224,0.178817056396149
"RCC1",0.106439127375087,0.124818577648766,0.127235213204951
"TRNAU1AP",0.113300492610837,0.195452346395742,0.174002751031637
"SNHG12",0.111717100633356,0.124818577648766,0.0962861072902336
"TAF12",0.383884588318098,0.544267053701025,0.330811554332874
"RAB42",0.0130190007037298,0.03870343492985,0.0323246217331499
"RP11-442N24--B.1",0.00809289232934554,0.0149975810353169,0.0130674002751032
"RNU11",0.00158339197748065,0.00241896468311563,0.00343878954607978
"GMEB1",0.0696692470091482,0.0899854862119011,0.131361760660247
"YTHDF2",0.433849401829712,0.496371552975334,0.48074277854195
"EPB41",0.0387051372273047,0.140299951620706,0.262035763411279
"TMEM200B",0.0668543279380715,0.254475084663763,0.298486932599724
"SRSF4",0.219387755102044,0.367682631833579,0.343878954607977
"MECR",0.166959887403238,0.189163038219641,0.605226960110036
"PTPRU",0.0110837438423645,0.0237058538945332,0.0261348005502063
"MATN1-AS1",0.00475017593244194,0.0019351717464925,0.00412654745529574
"LAPTM5",0.00105559465165376,0.00290275761973875,0.00412654745529574
"RP1-65J11.1",0.00809289232934554,0.0551523947750362,0.090784044016506
"SDC3",0.43684025334273,0.556361877116604,0.471801925722143
"PUM1",0.280436312456023,0.432994678277703,0.409903713892707
"SNRNP40",0.108902181562279,0.202709240445089,0.202200825309491
"ZCCHC17",0.450387051372288,0.403483309143691,0.415405777166435
"FABP3",0.011963406052076,0.322689888727625,0.162310866574965
"SERINC2",0.342892329345539,0.247701983551039,0.244841815680881
"TINAGL1",0.0765306122448977,0.00628930817610063,0
"PEF1",0.295038705137235,0.243831640058054,0.28060522696011
"RP11-73M7.9",0.000879662209711471,0,0
"COL16A1",0.34130893736806,0.265602322206096,0.162310866574966
"BAI2",0.0198803659394793,0.0420899854862119,0.0694635488308115
"SPOCD1",0.526213933849415,0.0677310111272375,0.0935350756533698
"PTP4A2",3.29046446164679,2.12578616352201,2.37276478679501
"KHDRBS1",0.506861365235764,0.828737300435432,0.620357634112786
"RP11-277A4.4",0.00158339197748065,0.0019351717464925,0.00481430536451169
"TMEM39B",0.0883180858550311,0.103047895500725,0.101100412654745
"KPNA6",0.537473610133721,0.464441219158207,0.491746905089405
"TXLNA",0.394440534834636,0.275761973875181,0.265474552957359
"CCDC28B",0.163793103448277,0.212868892114174,0.224896836313618
"RP4-622L5.7",0.00686136523574948,0.00725689404934688,0.00894085281980743
"IQCC",0.00457424349049965,0.0106434446057088,0.0103163686382393
"TMEM234",0.116995073891625,0.120464441219158,0.132737276478679
"EIF3I",0.856263194933134,0.930817610062913,0.830811554332864
"FAM167B",0.0204081632653061,0.00435413642960813,0.000687757909215956
"HDAC1",0.169950738916257,0.165457184325108,0.195323246217332
"MARCKSL1",0.241203377902889,1.56410256410256,0.874828060522691
"TSSK3",0.00211118930330753,0.00338655055636188,0.00275103163686382
"FAM229A",0.0614004222378604,0.0928882438316398,0.117606602475928
"BSDC1",0.207248416608025,0.294629898403484,0.264099037138927
"ZBTB8A",0.0555946516537648,0.0798258345428155,0.0935350756533698
"ZBTB8OS",0.211470795214641,0.222060957910014,0.213204951856947
"RBBP4",0.30999296270233,0.482341557813263,0.4958734525447
"SYNC",0.353448275862079,0.370101596516694,0.240715268225585
"KIAA1522",0.053307529908515,0.0672472181906143,0.0694635488308115
"YARS",0.505805770584111,0.283986453797775,0.335625859697385
"S100PBP",0.123504574243489,0.155781325592646,0.110729023383769
"FNDC5",0.00369458128078818,0.00290275761973875,0.00206327372764787
"TMEM54",0.594123856439134,0.26318335752298,0.211829436038515
"RNF19B",0.0300844475721324,0.0299951620706338,0.0577716643741403
"AK2",0.371217452498252,0.306724721819063,0.515130674002747
"ADC",0.0228712174524983,0.0246734397677794,0.0268225584594223
"TRIM62",0.0330752990851514,0.0314465408805032,0.0288858321870702
"ZNF362",0.103272343420126,0.166424770198355,0.162310866574965
"PHC2",0.30840957072485,0.37252056119981,0.250343878954609
"RP11-415J8.5",0.000879662209711471,0.00290275761973875,0.00206327372764787
"ZSCAN20",0.00721323011963407,0.00774068698597001,0.00550206327372765
"CSMD2",0.00774102744546095,0.00532172230285438,0.000687757909215956
"SMIM12",0.530964109781856,0.37397194000968,0.558459422283352
"RP11-244H3.4",0.00140745953553835,0.003870343492985,0.00275103163686382
"ZMYM6",0.0547149894440533,0.089501693275278,0.101788170563961
"ZMYM1",0.0263898662913442,0.0319303338171263,0.0385144429160936
"SFPQ",0.642153413089375,0.801644895984535,0.860385144429152
"ZMYM4",0.160626319493316,0.163522012578616,0.184319119669876
"KIAA0319L",0.14795918367347,0.217706821480406,0.240027510316369
"NCDN",0.132125263898662,0.0890179003386548,0.159559834938102
"RP4-728D4.2",0.00246305418719212,0.00145137880986938,0.00275103163686382
"TFAP2E",0.00158339197748065,0.00241896468311563,0.00343878954607978
"PSMB2",0.428923293455327,0.559264634736343,0.539202200825306
"C1orf216",0.115939479239971,0.181422351233671,0.173314993122421
"CLSPN",0.0698451794510906,0.00870827285921626,0.00687757909215956
"AGO4",0.0420478536242083,0.0764392839864536,0.0701513067400275
"AGO1",0.137403237156932,0.198355104015481,0.213892709766163
"AGO3",0.143209007741027,0.250604741170778,0.230398899587346
"ADPRHL2",0.125439831104855,0.111272375423319,0.196011004126548
"COL8A2",0.0325475017593245,0.0120948234155781,0.00343878954607978
"TRAPPC3",0.927867698803645,0.7653604257378,0.834938101788161
"MAP7D1",0.680330752990848,0.547169811320764,0.77922971114167
"THRAP3",0.457248416608037,0.435413642960818,0.396836313617604
"SH3D21",0.00738916256157636,0.00628930817610063,0.00275103163686382
"EVA1B",1.98258268824768,1.23512336719885,0.27372764786795
"RP11-268J15.5",0.0230471498944406,0.011611030478955,0.0103163686382393
"STK40",0.116467276565798,0.0914368650217704,0.139614855570839
"LSM10",0.914672765657976,0.746976294146121,1.03232462173314
"OSCP1",0.0290288529204786,0.058055152394775,0.113480055020632
"MRPS15",1.06527093596058,1.16545718432512,2.12379642365884
"LINC01137",0.0281491907107671,0.0222544750846638,0.0398899587345255
"ZC3H12A",0.080401125967628,0.0362844702467344,0.046767537826685
"MEAF6",0.450211118930346,0.628930817610076,0.289546079779917
"SNIP1",0.0438071780436312,0.0716013546202224,0.077028885832187
"DNALI1",0.00809289232934554,0.0169327527818094,0.0165061898211829
"GNL2",0.0979943701618572,0.111272375423318,0.203576341127923
"C1orf109",0.0677339901477829,0.111272375423318,0.177441540577717
"CDCA8",0.0689655172413791,0.00435413642960813,0.0061898211829436
"MANEAL",0.0147783251231527,0.027092404450895,0.0742778541953232
